prioridad,producto,multiunidad,razon_social,establecimientos,tamano,sector,actividad,correo,correo_nominal,telefono,web,colonia,cp
24,01 Dictamen IFS,no,JMF MOVIMIENTO DE TIERRAS SA DE CV,1,11-30,Inmobiliario,"Alquiler de maquinaria y equipo agropecuario, pesquero y para la indus",JMFMOVIEMTODETIERRAS@GMAIL.COM,no,,,EL LLANO,83210
24,01 Dictamen IFS,no,KINO BAY STATES SA DE CV,1,11-30,Inmobiliario,Servicios de administración de bienes raíces,ALECOOPER@PRODIGY.NET.MX,no,,WWW.KINOBAYSTATES.COM,COUNTRY CLUB,83010
24,01 Dictamen IFS,no,COPIADORAS ELECTORNICAS DE CAJEME SA DE CV,1,11-30,Inmobiliario,Alquiler de equipo de cómputo y de otras máquinas y mobiliario de ofic,SOPORTEHMO@KYOCERASONORA.COM,no,,,SANBENITO,83190
24,01 Dictamen IFS,no,LKARAM Y ASOCIADOS SA DE CV,1,11-30,Inmobiliario,Inmobiliarias y corredores de bienes raíces,SLMONTANO@CREDITARIA.COM,no,,WWW.LKCONSULTORES.COM.MX,PITIC,83010
24,01 Dictamen IFS,no,L CASCADA DE SAN ISIDRO SA DE CV,1,11-30,Inmobiliario,Alquiler sin intermediación de oficinas y locales comerciales,LTERAN@GRUPOPADRES.COM,no,,,MONTEBELLO,83174
24,01 Dictamen IFS,no,MONTACARGAS Y ADITAMENTOS HIDRAULICOS SA DE CV,1,11-30,Inmobiliario,"Alquiler de maquinaria y equipo para mover, levantar y acomodar materi",ADMINISTRACION@MASHA.COM.MX,no,,WWW.MAHSA.COM.MX,SAN BENITO,83190
24,01 Dictamen IFS,no,CORPORATIVO GAVIOTAS SA DE CV,1,11-30,Inmobiliario,Alquiler de automóviles sin chofer,LBARRON@GRUPOANTYR.COM,no,,WWW.NATIONALCAR.COM,SAN BENITO,83190
24,01 Dictamen IFS,no,OAPRO OASIS PROMOTORA SA DE CV,1,11-30,Inmobiliario,Inmobiliarias y corredores de bienes raíces,OAPROFACTURAS@GMAIL.COM,no,,PUEBLODORADO.COM,MISION DEL SOL,83100
24,01 Dictamen IFS,no,AUTO RENTAS BEHAR  SA DE CV,1,11-30,Inmobiliario,Alquiler de automóviles sin chofer,RESERVACIONESWEB@OPTIMARENTACAR.COM.MX,no,,,EL LLANO,83210
24,01 Dictamen IFS,no,CORPORATIVO GARREY S DE RL DE CV,1,11-30,Inmobiliario,Inmobiliarias y corredores de bienes raíces,HOLA@PIXIEBR.COM,no,,,CENTRO,83000
24,01 Dictamen IFS,no,ESPACIOS HABITAT KR SA DE CV,1,11-30,Inmobiliario,Inmobiliarias y corredores de bienes raíces,CONTACTO@ESPACIOSHABITAT.COM,no,,WWW.REMAXESPACIOSHABITAT.COM,VALLE GRANDE,83205
24,01 Dictamen IFS,no,RZ DIGITAL SA DE CV,1,11-30,Inmobiliario,Alquiler de equipo de cómputo y de otras máquinas y mobiliario de ofic,HERMOSILLO@RZD.MX,no,,,OLIVARES,83180
24,01 Dictamen IFS,no,SISTEMAS CONTINO DEL PACIFICO SA DE CV,1,11-30,Inmobiliario,Alquiler de equipo de cómputo y de otras máquinas y mobiliario de ofic,GMORENO@SISTEMACONTINOS.COM.MX,no,,WWW.SISTEMASCONTINO.COM.MX,PROYECTO RIO SONORA,83270
24,01 Dictamen IFS,no,VIASC GRUPO INMOBILIARIO SA DE CV,1,11-30,Inmobiliario,Otros servicios relacionados con los servicios inmobiliarios,MARISOL.INZUNZA@VIASC.COM,sí,,WWW.VIASC.COM,CENTRO,83000
24,01 Dictamen IFS,no,EXPLOSION MOBIL SA DE CV,1,11-30,Serv. profesionales,Servicios de diseño de sistemas de cómputo y servicios relacionados,INFO@ACTUS.IO,no,,WWW.ACTUS.IO,SAN LUIS,83160
24,01 Dictamen IFS,no,ULTRADEM SA DE CV,1,11-30,Serv. profesionales,Servicios de consultoría en administración,CONTACTO@ADEMCONSULTORES.MX,no,,,LA HUERTA,83208
24,01 Dictamen IFS,no,VIERNES 4 SC,1,11-30,Serv. profesionales,Servicios de consultoría en administración,ES@AGENCIAVIERNES.COM,no,,WWW.AGENCIAVIERNES.COM,SANTA FE,83240
24,01 Dictamen IFS,no,ALHTOR INGENIERIA Y DISEÑO S DE RL,1,11-30,Serv. profesionales,Servicios de ingeniería,ADMINISTRACION@ALTHOR.COM,no,,,VALLE HERMOSO,83209
24,01 Dictamen IFS,no,ALIO INFORMATION TECHNOLOGY SOLUTIONS DE MEXICO SA DE CV,1,11-30,Serv. profesionales,Servicios de diseño de sistemas de cómputo y servicios relacionados,AAVILA@ALIOIT.COM,no,,WWW.ALIOIT.COM,CENTRO,83000
24,01 Dictamen IFS,no,ARQCO ARQUITECTOS SC,1,11-30,Serv. profesionales,Servicios de arquitectura,OCTAVIO@ARQCOENLINEA.COM,no,,WWW.ARQCOENLINEA.COM,COLINAS DEL BACHOCO,83104
24,01 Dictamen IFS,no,ASESORIA JURIDICA 43 SA DE CV,1,11-30,Serv. profesionales,Bufetes jurídicos,DESPACHO.NOTARIA43@GMAIL.COM,no,,,ISSTESON CENTENARIO,83260
24,01 Dictamen IFS,no,BARRERA ROMO CONSULTORES ASOCIADOS SC,1,11-30,Serv. profesionales,Servicios de contabilidad y auditoría,CONTACTO@BRCONSULTORES.COM.MX,no,,WWWBRCONSULTORES.COM.MX,SAN BENITO,83190
24,01 Dictamen IFS,no,BASASEACHI SERVICE MEXICO SA DE CV,1,11-30,Serv. profesionales,Servicios de contabilidad y auditoría,CONTADORE@RIVRES.COM,no,,,SAN BENITO,83190
24,01 Dictamen IFS,no,CASTILLO MIRANDA Y COMPAÑÍA SC,1,11-30,Serv. profesionales,Servicios de consultoría en administración,TLALIA.BAUTISTA@BDO.COM,sí,,WWW.BDOMEXICO.COM,EL MALECON,83270
24,01 Dictamen IFS,no,BOBADILLA SILVA Y ASOCIADOS SC,1,11-30,Serv. profesionales,Servicios de contabilidad y auditoría,BOBADILLA.ACUSES@HOTMAIL.COM,sí,,,SAN BENITO,83190
24,01 Dictamen IFS,no,CENTRO REGIONAL DE ESTUDIOS Y REPRODUCCION DE ORGANISMO BENEFICOS,1,11-30,Serv. profesionales,Servicios de investigación científica y desarrollo en ciencias natural,GERENCIAJLSVH@PRODIGY.NET.MX,no,,JLSVHERMOSILLO.MX,DEL RAZO,83070
24,01 Dictamen IFS,no,INTELIGENCIA EN AHORRO DE LA DE ENERGIA SA DE CV,1,11-30,Serv. profesionales,Servicios de ingeniería,INFO@CIAE.COM.MX,no,,WWW.CIAE.COM.MX,LA VICTORIA,83304
24,01 Dictamen IFS,no,COLHER INDUSTRES SA DE CV,1,11-30,Serv. profesionales,Agencias de publicidad,COLHER.INDUSTRIES.ADM@GMAIL.COM,no,,,ISSSTESON LUX,83278
24,01 Dictamen IFS,no,COMERCIAL ECA SA DE CV,1,11-30,Serv. profesionales,Diseño gráfico,COMERCIALECA@COMERCIALECA.COM,no,,WWW.COMERCIALECA.COM,COUNTRY CLUB,83010
24,01 Dictamen IFS,no,ASESORES EN SISTEMAS COMPUTACIONALES  SA DE CV,1,11-30,Serv. profesionales,Servicios de diseño de sistemas de cómputo y servicios relacionados,ADMINISTRACION@COMPUVENTAS.COM.MX,no,,WWW.COMPUVENTAS.COM.MX,BALDERRAMA,83180
24,01 Dictamen IFS,no,CONINTE SC,1,11-30,Serv. profesionales,Servicios de contabilidad y auditoría,FACTURACION@CONINTESC.COM,no,,,LEY 57,83100
24,01 Dictamen IFS,no,CONSEJERIA Y ELABORACION DE PROYECTOS INSTITUCIONALES SA DE CV,1,11-30,Serv. profesionales,Otros servicios de consultoría científica y técnica,SEPIN.HER.SON@GMAIL.COM,no,,WWW.CEPIN.COM.MX,CENTENARIO,83260
24,01 Dictamen IFS,no,VALDEZ TORO SC,1,11-30,Serv. profesionales,Servicios de contabilidad y auditoría,LUCY@VALDEZTORO.COM,no,,,PIMENTEL,83188
24,01 Dictamen IFS,no,DARIC CONSULTORES SA DE CV,1,11-30,Serv. profesionales,Servicios de diseño de sistemas de cómputo y servicios relacionados,CONTACTO@DARIG.COM.MX,no,,WWW.DARIG.COM.MX,CENTRO,83000
24,01 Dictamen IFS,no,DATOS Y CIFRAS DEL NOROESTE SC,1,11-30,Serv. profesionales,Servicios de investigación de mercados y encuestas de opinión pública,KMVIEYRA@DAYCI.COM,no,,WWW.DAYCI.COM,LOS ARCOS,83250
24,01 Dictamen IFS,no,RENTADO SA,1,11-30,Serv. profesionales,Servicios de ingeniería,CONTACT@DAVISINDGROUP.COM,no,,WWW.DAVISINDGROUP.COM,SAN BENITO,83190
24,01 Dictamen IFS,no,GALAZ YAMAZAKI RUIZ URQUIZA SC,1,11-30,Serv. profesionales,Servicios de contabilidad y auditoría,MIRRODRIGUEZ@DELOITTEMX.COM,no,,WWW.DELOITTEMX.COM,LOMAS PITIC,83010
24,01 Dictamen IFS,no,HERMOSERVI SA DE CV,1,11-30,Serv. profesionales,Servicios de contabilidad y auditoría,HERMOSERVI@HOTMAIL.COM,no,,,CENTRO,83000
24,01 Dictamen IFS,no,MUROS DEL DESIERTO SA DE CV,1,11-30,Serv. profesionales,Diseño y decoración de interiores,ADMONEPOCATALLERA@GMAIL.COM,no,,WWW.EPOCATALLER.COM.MX,CENTENARIO,83260
24,01 Dictamen IFS,no,DESPACHO FERNANDEZ TAPIA SC,1,11-30,Serv. profesionales,Servicios de contabilidad y auditoría,DESPACHOFERNANDEZTAPIA@GMAIL.COM,no,,,SAN BENITO,83190
24,01 Dictamen IFS,no,DFK SALIDO ENCINAS SC,1,11-30,Serv. profesionales,Servicios de contabilidad y auditoría,LUIS.MELICOFF@SALIDO.MX,sí,,WWW.SALIDO.MX,CONSTITUCION,83150
24,01 Dictamen IFS,no,ADMINISTRACION DE INMUEBLES PROGRESO SA DE CV,1,11-30,Serv. profesionales,Servicios de consultoría en administración,INMUEBLESPROGRESO2020@GMAIL.COM,no,,,SAN LUIS,83160
24,01 Dictamen IFS,no,DOMINGUEZ DE LA TORRE ABOGADOS Y ASOCIADOS SC,1,11-30,Serv. profesionales,Bufetes jurídicos,JURIDICOSONORA@DOMINGUEZDELATORRE.COM,no,,,DEL RAZO,83070
24,01 Dictamen IFS,no,DESARROLLO PROFESIONAL DE SONORA SC,1,11-30,Serv. profesionales,Servicios de contabilidad y auditoría,DIRECCION@DPSCONSULTORES.COM,no,,,DEL RAZO,83070
24,01 Dictamen IFS,no,EMPRESA GENESIA PUBLICIDAD SC,1,11-30,Serv. profesionales,Diseño gráfico,GENNY@GENESIA.COM.MX,no,,WWW.GENESIA.COM,SAN BENITO,83190
24,01 Dictamen IFS,no,ESCAIP KARAM SC,1,11-30,Serv. profesionales,Bufetes jurídicos,CONTACTO@ESCAIPKARAM.COM,no,,WWW.ESCAIPKARAM.COM,CENTENARIO,83220
24,01 Dictamen IFS,no,ESCOBO SA DE CV,1,11-30,Serv. profesionales,Servicios de levantamiento geofísico,FESCOBOZA@HOTMAIL.COM,no,,,JESUS GARCIA,83140
24,01 Dictamen IFS,no,FIGVAL VETERINARIA SA DE CV,1,11-30,Serv. profesionales,Servicios veterinarios para mascotas prestados por el sector privado,FIGVAL15@HOTMAIL.COM,no,,WWW.VETERINARIAFIGVET.COM,SAN BENITO,83190
24,01 Dictamen IFS,no,FRAME LAWYERS GLOBAL FIRM SC,1,11-30,Serv. profesionales,Bufetes jurídicos,ANDENES.RECEPCION@GMAIL.COM,sí,,,SANTA FE,83249
24,01 Dictamen IFS,no,GEAR INDUSTRIAL SERVICE SA DE CV,1,11-30,Serv. profesionales,Otros servicios de consultoría científica y técnica,ADMIN@GEARINDUSTRIAL.COM,no,,WWW.GEARINDUSTRAL.COM,PARQUE INDUSTRIAL,83297
24,01 Dictamen IFS,no,EMPRESAS GILA SOFTWARE SC,1,11-30,Serv. profesionales,Servicios de diseño de sistemas de cómputo y servicios relacionados,GABRIEL@GILASW.COM,no,,WWW.GILASW.COM,RAQUET CLUB,83200
24,01 Dictamen IFS,no,GLOBALMET  SAPI DE CV,1,11-30,Serv. profesionales,Servicios de investigación científica y desarrollo en ciencias natural,PAGOS@GLOBALMET.MX,no,,,LAS MINITAS,83285
24,01 Dictamen IFS,no,GOSSLER SC,1,11-30,Serv. profesionales,Servicios de contabilidad y auditoría,OFICINA.HERMOSILLO@CROWE.MX,sí,,WWW.CROWE.MX,SAN BENITO,83190
24,01 Dictamen IFS,no,MJE MULTIMEDIA SA DE CV,1,11-30,Serv. profesionales,Agencias de publicidad,CONTACTO@CORPORATIVOQ.MX,no,,WWW.CORPORATIVOQ.MX,VALLE GRANDE,83205
24,01 Dictamen IFS,no,HOTELERA DE NOGALES SA DE CV,1,11-30,Serv. profesionales,Servicios de contabilidad y auditoría,CONTADOR@LAESPRANZARANCH.COM,no,,,COUNTRY CLUB,83810
24,01 Dictamen IFS,no,H PROIN SA DE CV,1,11-30,Serv. profesionales,Servicios de dibujo,CONTACTO@PROINMHO.COM,no,,WWW.CVPROIN.COM,LOS ARCOS,83250
24,01 Dictamen IFS,no,HIDROLOGICA AMBIENTAL SA DE CV,1,11-30,Serv. profesionales,Servicios de ingeniería,CONTACTO@HIDROLOGICA.COM.MX,no,,WWW.HIDROLOGICA.COM.MX,SAN BENITO,83190
24,01 Dictamen IFS,no,ALCON COACHING SC,1,11-30,Serv. profesionales,Servicios de contabilidad y auditoría,COMERCIAL.HERMOSILLO@IMPUESTO.NET,sí,,WWW.IMPUESTUMHERMOSILLO.COM,SAN BENITO,83190
24,01 Dictamen IFS,no,GRUPO TOTAL INBAS SA DE CV,1,11-30,Serv. profesionales,Servicios de levantamiento geofísico,INFO@IMBAS.MX,no,,WWW.INBAS.COM,CENTENARIO,83260
24,01 Dictamen IFS,no,INVESTIGACION Y DESARROLLO DE AQUIFEROS Y AMBIENTE SA DE CV,1,11-30,Serv. profesionales,Otros servicios de consultoría científica y técnica,MARCELA.RODRIGUEZ@IDEASENAGUA.COM,sí,,IDEASENAGUA.COM,PASEO DEL SOL,83246
24,01 Dictamen IFS,no,IRP INGENIERIA EN REDES DE PLANTA SA DE CV,1,11-30,Serv. profesionales,Servicios de ingeniería,IRP_PROYECTOS@HOTMAIL.COM,sí,,,SANTA ISABEL,83130
24,01 Dictamen IFS,no,KONTEXTURA  SA DE CV,1,11-30,Serv. profesionales,Servicios de arquitectura,LIZBETH.SALAZAR@KONTEXTURE.COM,sí,,WWW.KONTEXTURE.COM,CENTRO,83000
24,01 Dictamen IFS,no,KPMG CARDENAS DOSAL SC,1,11-30,Serv. profesionales,Servicios de contabilidad y auditoría,ARIELROCHA@KPMG.COM.MX,no,,WWW.KPMG.COM.MX,ZONA MILITAR CUARTEL XV,83145
24,01 Dictamen IFS,no,SADER SENASICA,1,11-30,Serv. profesionales,Servicios de investigación científica y desarrollo en ciencias natural,FREYMAN.NAVARRO@SENASICA.GOB.MX,sí,,,DEL RAZO,83070
24,01 Dictamen IFS,no,LABORATORIO TECNOLOGICO DE METALURGIA LTM SA DE CV,1,11-30,Serv. profesionales,Laboratorios de pruebas,CVAZQUEZ@METALURGICOS.CON.MX,no,,WWW.METALURGICOS.COM.MX,PARQUE INDUSTRIAL,83297
24,01 Dictamen IFS,no,MODDTECH ENTERPRISES SAPI DE CV,1,11-30,Serv. profesionales,Servicios de diseño de sistemas de cómputo y servicios relacionados,CONTACT@MODDTECH.COM,no,,WWW.MODTECH.COM,EL LLANITO,83220
24,01 Dictamen IFS,no,NEZTER SOLUTIONS SA DE CV,1,11-30,Serv. profesionales,Servicios de diseño de sistemas de cómputo y servicios relacionados,FACTURA@NEZTER.COM,no,,WWW.NEZTER.COM,CENTENARIO,83260
24,01 Dictamen IFS,no,MFC CONSULTORIA LEGAL SC,1,11-30,Serv. profesionales,Notarías públicas,CONTABILIDAD@MFCCONSULTERIALEGAL.COM,no,,,CENTRO,83000
24,01 Dictamen IFS,no,GUZA NOTARIOS SA DE CV,1,11-30,Serv. profesionales,Notarías públicas,NOTARIOS@NOTARIA95.COM,no,,WWW.NOTARIA95.COM,SAN EPIFANIO,83190
24,01 Dictamen IFS,no,NOTARIA MUÑOZ QUINTAL Y ASOCIADOS SC,1,11-30,Serv. profesionales,Notarías públicas,NOTARIA101HERMOSILLO@HOTMAIL.COM,no,,WWW.NOTARIA101HERMOSILLO.COM.MX,PROYECTO RIO SONORA,83270
24,01 Dictamen IFS,no,F.A LIZARRAGA Y ASOCIADOS SA DE CV,1,11-30,Serv. profesionales,Notarías públicas,NOTARIA35@HOTMAIL.COM,no,,,CENTENARIO,83260
24,01 Dictamen IFS,no,NOTARIA PUBLICA NO 5 SC,1,11-30,Serv. profesionales,Notarías públicas,NOTARIA@NOTARIAPUBLICA5.COM.MX,no,,WWW.NOTARIA-PUBLICA5.COM.MX,LAS PALMAS,83270
24,01 Dictamen IFS,no,NOTARIA GASTELUM Y ASOCIADOS SC,1,11-30,Serv. profesionales,Notarías públicas,NOTARIAGASTELUM@HOTMAIL.COM,no,,,CENTRO,83000
24,01 Dictamen IFS,no,OMICRON COMPUTACION PARA MANUFACTURA Y ADMINISTRACION SA DE CV,1,11-30,Serv. profesionales,Servicios de consultoría en administración,NANCY.GONZALEZ@OMICRONCMA.COM.MX,sí,,WWW.OMICRONCMA.COM,LAS GRANJAS,83520
24,01 Dictamen IFS,no,P Y G INGENIERIA SA DE CV,1,11-30,Serv. profesionales,Servicios de ingeniería,IVANPENNOCK@PYGINGENIERIA.COM,no,,WWW.PYGINGENIERIA.COM,LOMA LINDA,83150
24,01 Dictamen IFS,no,P&S INGENIERIA ELECTROMECANICAS SA,1,11-30,Serv. profesionales,Servicios de ingeniería,FSALINAS@PYS.COM.MX,no,,WWW.PYS.COM.MX,PARQUE INDUSTRIAL,83299
24,01 Dictamen IFS,no,PLAXMA COMUNICACIONES SA DE CV,1,11-30,Serv. profesionales,Agencias de publicidad,ADMINISTRACION@PLAXMA.TV,no,,WWW.PLAXMA.TV,EL LLANITO,83220
24,01 Dictamen IFS,no,PROSOM SA DE CV,1,11-30,Serv. profesionales,Servicios de ingeniería,PROSERVICIOSSON@GMAIL.COM,no,,,PITIC,83150
24,01 Dictamen IFS,no,PROYEX IMAGEN URBANA SA DE CV,1,11-30,Serv. profesionales,Agencias de anuncios publicitarios,PROYEXMEXICO@GMAIL.COM,no,,WWW.PROYEXDIGITAL.MX,LOMAS PITIC,83010
24,01 Dictamen IFS,no,IMPACTO VINIL SA DE CV,1,11-30,Serv. profesionales,Agencias de publicidad,CONTABILIDAD.GRUPOIV@GMAIL.COM,sí,,WWW.IMPACTOVINIL.COM,CENTRO,83000
24,01 Dictamen IFS,no,RIOS BARRIENTOS Y ASOCIADOS ASESORIA LEGAL EMPRESARIAL SC,1,11-30,Serv. profesionales,Bufetes jurídicos,ADMINISTRACION@RIOSBARRIENTOS.COM,no,,WWW.RIOSBARRIENTOS.COM,LAS PALMAS,83270
24,01 Dictamen IFS,no,DESPACHO DE INGENIEROS SA DE CV,1,11-30,Serv. profesionales,Servicios de ingeniería,CONTACTO@RLINFRAESTRUCTURA.COM.MX,no,,,ISSSTESON LUX,83278
24,01 Dictamen IFS,no,RMS GEOESPACIAL  SA DE CV,1,11-30,Serv. profesionales,Servicios de elaboración de mapas,INFO@RMSGEOESPACIAL.COM,no,,WWW.RMSGEOESPACIAL.COM,PEDREGAL DE LA VILLA,83290
24,01 Dictamen IFS,no,SETECNO SA DE CV,1,11-30,Serv. profesionales,Servicios de diseño de sistemas de cómputo y servicios relacionados,ADMINISTRACION@SETECNO.COM.MX,no,,WWW.SETECNO.COM,CENTRO,83000
24,01 Dictamen IFS,no,SICRE YEPIZ CELAYA Y ASOCIADOS SC,1,11-30,Serv. profesionales,Agencias de publicidad,INFO@BOTONROJO.COM,no,,WWW.BOTONROJO.COM,SAN BENITO,83190
24,01 Dictamen IFS,no,SLT RH Y TRADE SA DE CV,1,11-30,Serv. profesionales,Servicios de consultoría en administración,SLT.RH.I.TRADEE@GMAIL.COM,no,,,CENTENARIO,83260
24,01 Dictamen IFS,no,SOTO MAYOR ZAZUETA Y ASOCIADOS SC,1,11-30,Serv. profesionales,Servicios de contabilidad y auditoría,CONTACTO@DESPACHOSOTOMAYOR.COM,no,,,RESIDENCIAL DE ANZA,83248
24,01 Dictamen IFS,no,SCHAFER SISTEMAS INTERNATIONAL SA DE CV,1,11-30,Serv. profesionales,Servicios de diseño de sistemas de cómputo y servicios relacionados,ALFONSO.RODRIGEZ@SSI-SCHAFER.COM,sí,,,EL LLANITO,83220
24,01 Dictamen IFS,no,GUILLERMO ESPINDOLA ORCI,1,11-30,Serv. profesionales,Servicios de diseño de sistemas de cómputo y servicios relacionados,ENRIQUE@XIPETECNOLOGI.COM,no,,WWW.XIPEGROUP.COM,CENTRO,83000
24,01 Dictamen IFS,no,ACTIVO LIQUIDO SA DE CV,1,11-30,Apoyo a negocios,Agencias de cobranza,ACASTELLANOS@ACTIVOLIQUIDO.COM,no,,WWW.ACTIVOLIQUIDO.COM,LAS PALMAS,83270
24,01 Dictamen IFS,no,GRUPO KREA MODELS SC,1,11-30,Apoyo a negocios,Agencias de empleo temporal,KREAEVENTOS47@GMAIL.COM,no,,,SAN BENITO,83190
24,01 Dictamen IFS,no,CORPORACION MEXICALENSE SA DE CV,1,11-30,Apoyo a negocios,Servicios de protección y custodia mediante el monitoreo de sistemas d,ELIZABETH.RODRIGUEZ@ALARMEX.COM.MX,sí,,WWW.ALARMEX.COM.MX,SAN BENITO,83190
24,01 Dictamen IFS,no,BCM THECNICAL RECUITERS SA DE CV,1,11-30,Apoyo a negocios,Agencias de colocación,FPARADA@BCMEX.COM,no,,WWW.BCMEX.COM,COUNTRY CLUB,83010
24,01 Dictamen IFS,no,CONSORCIO JURIDICO DE COBRANZA ESPECIALIZADA SA DE CV,1,11-30,Apoyo a negocios,Agencias de cobranza,MARIA.OLIVARES@CONJUR.MX,sí,,WWW.CJC.MX,VALLE GRANDE HERMOSILLO,83205
24,01 Dictamen IFS,no,COMERCIANTES ASOCIADOS EN HERMOSILLO SA DE CV,1,11-30,Apoyo a negocios,"Servicios de fotocopiado, fax y afines",COPXEROX_OFELIX@HOTMAIL.COM,sí,,,CENTENARIO,83260
24,01 Dictamen IFS,no,SERVICIOS DENTICARE SA DE CV,1,11-30,Apoyo a negocios,Servicios de administración de negocios,GHERMOSILLO@DENTALIA.COM,no,,WWW.DENTALIA.COM,PROYECTO RIO SONORA,83280
24,01 Dictamen IFS,no,GRUPO DIESSO SA DE CV,1,11-30,Apoyo a negocios,Servicios de remediación de residuos por el sector privado,ADMINISTRACION@GRUPODIESSO.COM,no,,,SAHUARO,83170
24,01 Dictamen IFS,no,GRUPO ESTRATEGIA SA DE CV,1,11-30,Apoyo a negocios,Agencias de empleo temporal,GERENTEOPHMO@GRUPPEFLORES.MX,no,,WWW.GRUPOESTRATEGIA.MX,LOMAS PITIC,83010
24,01 Dictamen IFS,no,EULEN DE SEGURIDAD PRIVADA SA DE CV,1,11-30,Apoyo a negocios,"Servicios de investigación y de protección y custodia, excepto mediant",LMELENDEZ@EULEN.COM,no,,WWW.EULEN.COM,VALLE VERDE,
24,01 Dictamen IFS,no,SOLUCIONES INTEGRALES PARA EL RECURSO HUMANO S DE RL DE CV,1,11-30,Apoyo a negocios,Agencias de colocación,ELIZABETH_SAUCEDA@GTSERVICE.MX,sí,,WWW.GTSERVICE.MX,PARQUE INDUSTRIAL,
24,01 Dictamen IFS,no,OFICINA DE CONVENCIONES VISITANTES DE HERMOSILLO AC,1,11-30,Apoyo a negocios,Organizadores de convenciones y ferias comerciales e industriales,INFO@OCVHERMOSILO.COM,no,,WWW.OCBHERMOSILLO.COM,RAQUET CLUB,83200
24,01 Dictamen IFS,no,OFICINA ALTERNA PHOENIX S DE RL DE CV,1,11-30,Apoyo a negocios,Otros servicios de apoyo secretarial y similares,OAP1209@GMAIL.COM,no,,,SAN BENITO,83190
24,01 Dictamen IFS,no,SELABE MOTORS SA DE CV,1,11-30,Apoyo a negocios,Agencias de cobranza,KATHYA.MATA@ELEKTRA.COM.MX,sí,,,OLIVARES,83180
24,01 Dictamen IFS,no,PSM PAYMENT SERVICES MEXICO SA DE CV,1,11-30,Apoyo a negocios,Otros servicios de apoyo secretarial y similares,U.MORENO@PROSEPAGO.COM,sí,,WWW.PROSEPAGO.COM,QUINTA EMILIA,83176
24,01 Dictamen IFS,no,BAO INGENIERIA DE SERVICIOS SA DE CV,1,11-30,Apoyo a negocios,Manejo de residuos peligrosos y servicios de remediación a zonas dañad,CONTRALOR@RECIKLAN.COM.MX,no,,GRUPORECIKLAN.COM,LA VICTORIA,83304
24,01 Dictamen IFS,no,SEGURIDAD PRIVADA GINTHER DE OCCIDENTE S DE RL DE CV,1,11-30,Apoyo a negocios,Servicios de protección y custodia mediante el monitoreo de sistemas d,GERENCIAFINANZAS@SECORP.MX,no,,,JACINTO LOPEZ,83105
24,01 Dictamen IFS,no,GRUPO SECURITAS MEXICO SA DE CV,1,11-30,Apoyo a negocios,"Servicios de investigación y de protección y custodia, excepto mediant",KARINA.GAMBOA@SECURITAS.COM.MX,sí,,WWW.SECURITAS.COM.MX,CENTENARIO,
24,01 Dictamen IFS,no,SERVICIOS INTEGRALES DE INGENIERIA E INFORMATICA SA DE CV,1,11-30,Apoyo a negocios,Servicios de protección y custodia mediante el monitoreo de sistemas d,DIRECCION@SERTRES.NET,no,,WWW.STOPTECH.COM.MX,QUINTA EMILIA,83214
24,01 Dictamen IFS,no,SERVICIOS DGN CHIHUAHUA SA DE CV,1,11-30,Apoyo a negocios,Suministro de personal permanente,JREYES@IENOVA.COM.MX,no,,,COUNTRY CLUB,83010
24,01 Dictamen IFS,no,BIENES RAICES MADERO BENITEZ S DE RL DE CV,1,11-30,Apoyo a negocios,Agencias de colocación,GERENCIA@SONORACLEAN.COM.MX,no,,WWW.SONORACLEAN.MX,OLIVARES,83180
24,01 Dictamen IFS,no,TECNOLOGIA EN SEGURIDAD PRIVADA SSIA Q ROO SA DE CV,1,11-30,Apoyo a negocios,"Servicios de investigación y de protección y custodia, excepto mediant",AGOPA@SSIA.COM.MX,no,,,LA MANGA,83220
24,01 Dictamen IFS,no,PROTECCION 24-SIETE DEL NOROESTE SA DE CV,1,11-30,Apoyo a negocios,Servicios de protección y custodia mediante el monitoreo de sistemas d,SALVADOR24SIETE@GMAIL.COM,no,,,OLIVARES,83180
24,01 Dictamen IFS,no,VINCCO CENTRO DE CONTACTO SA DE CV,1,11-30,Apoyo a negocios,Servicios de recepción de llamadas telefónicas y promoción por teléfon,DESARROLLOHUMANO@VINCO.MX,no,,VINCO.COM,CENTRO,83000
24,01 Dictamen IFS,no,ESCUELA PRIMARIA FEDERAL EMILIANO ZAPATA,1,11-30,Educación,Escuelas de educación primaria del sector público,ESCUELA_EZ@HOTMAIL.COM,sí,,,LOMAS DE MADRID,83103
24,01 Dictamen IFS,no,CENTRO DE ATENCION MULTIPLE NO 59,1,11-30,Educación,Escuelas del sector público de educación para necesidades especiales,CAM59.HMO@GMAIL.COM,no,,,SAN BENITO,83190
24,01 Dictamen IFS,no,CENTRO DE EDUCACION BILINGUE MC SC,1,11-30,Educación,Escuelas del sector privado que combinan diversos niveles de educación,SECUNDARIA@CEB.MX,no,,WWW.CEB.MX,SAN BENITO,83190
24,01 Dictamen IFS,no,CENTRO DE ESTUDIOS SUPERIORES EN CIENCIAS JURIDICAS Y CRIMINOLOGICAS SC,1,11-30,Educación,Escuelas de educación superior del sector privado,CONTACTO@CESCIJUC.COM.MX,no,,WWW.CESCIJUC.EDU.MX,CENTRO,83000
